timestamp,fixed_col,username,tweet,hour,minute,tweet_length,word_count,mention_count,url_count,hac_cluster_tentative
Sun May 03 21:51:58 PDT 2009,NO_QUERY,gregxgore,I have to p x.x I go to the bathroom too much. brb. ,21,51,52,14,0,0,1
Tue Apr 21 00:56:14 PDT 2009,NO_QUERY,kevinlapp,Oh yea just thought id let everyone know it was I who stated that FML is going to be the new LOL first. Thanks ,0,56,111,24,0,0,1
Tue Jun 02 04:47:36 PDT 2009,NO_QUERY,lazaurus2607,home from the gym. heading for a shower then to bed. work early in the morning   gah so much to do b4 fri!!,4,47,107,23,0,0,1
Sat Jun 20 13:36:51 PDT 2009,NO_QUERY,BrittaBrilliant,@Plastic_Love Wish I could have been at your prom  My dress is angry too because it's hanging in the closet and nobody can see it. Miss u,13,36,137,28,1,0,2
Thu May 14 06:22:57 PDT 2009,NO_QUERY,Space_Jockey,@skysketcher You're welcome. They all looked brilliant. Thanks for sharing them ,6,22,80,12,1,0,2
Sat Jun 20 18:52:17 PDT 2009,NO_QUERY,mizzcandice,"is praying for Tandy, Luke, and family...R.I.P. Baby Issac ",18,52,59,12,0,0,1
Thu Jun 25 03:06:40 PDT 2009,NO_QUERY,IslandPsycho,=-- I think I broke the heater,3,6,30,6,0,0,1
Sat May 30 12:58:16 PDT 2009,NO_QUERY,kcessna,@IamTonyStark no...I still can't DM you ,12,58,40,8,1,0,2
Wed Jun 17 09:40:18 PDT 2009,NO_QUERY,bjaxson,"this day is going to be horrible, i already feel it ",9,40,52,11,0,0,1
Thu Jun 18 08:33:20 PDT 2009,NO_QUERY,Propaganda2,@chrys73 why??? ,8,33,16,2,1,0,2
Mon Jun 01 20:29:04 PDT 2009,NO_QUERY,strikersaurus,going sleepies without @katieeecook ,20,29,36,4,1,0,2
Sun Jun 21 03:09:57 PDT 2009,NO_QUERY,sevenmac,App Store: Auch das heutige Facebook Update bringt KEINE Push-Notification Integration ,3,9,87,12,0,0,1
Sat May 30 08:33:30 PDT 2009,NO_QUERY,lovinglife96,is watchin movers pack up my house ,8,33,35,7,0,0,1
Tue Jun 02 16:36:40 PDT 2009,NO_QUERY,LadyTai1,RIP 2 all those who died on Air France..got me scared 2 fly now  everybody b greatful that u r alive,16,36,100,22,0,0,1
Mon Jun 01 21:39:15 PDT 2009,NO_QUERY,snowylife,@DavidArchie OMGosh!! I can't wait to watch that movie! It's not released yet here.  Glad to hear it's great. lol Good night!,21,39,125,25,1,0,2
Fri Jun 19 09:14:34 PDT 2009,NO_QUERY,sadbuttrue,@aBitGone I presume my Â£35 contract isn't enough to update after one year ,9,14,75,15,1,0,2
Fri Jun 05 10:14:45 PDT 2009,NO_QUERY,amy_wright,"@abooth202 Apology accepted, how's Sims 3? ",10,14,43,7,1,0,2
Sun Apr 19 11:05:48 PDT 2009,NO_QUERY,johnnydeppsgirl,Just got done watching 17 Again. It was really REALLY good ,11,5,59,11,0,0,1
Wed Jun 17 08:48:11 PDT 2009,NO_QUERY,KiyaKiyaLee,@ToKyoDiARy @brittanyerin JIZZ JIZZ but its rainning today? ,8,48,60,8,2,0,0
Mon Jun 22 12:07:23 PDT 2009,NO_QUERY,pharmaCUTEical,sooo..i really want to see Beyonce can some1 tell me why for this tour she isnt coming to VA at all..blown like shit  ,12,7,118,25,0,0,1
Mon May 18 06:57:00 PDT 2009,NO_QUERY,IsaHilton,@babygirlparis Are You Having Fun ?? ,6,57,37,5,1,0,2
Sat Jun 20 00:59:09 PDT 2009,NO_QUERY,DaniAnderson1,When I went to bed 3 hours ago I didn't quite think it was possible to STILL be trying to sleep now. ,0,59,101,23,0,0,1
Sun May 31 00:09:50 PDT 2009,NO_QUERY,MisterSwisher,Re-pinging @e_r_i_k: Look at this bud....--You got a scrip for that?? I want one. ,0,9,82,16,1,0,2
Sun Jun 21 09:12:18 PDT 2009,NO_QUERY,TatGibbon,I'm tempted just to open the coin trap a deal with the water - never yet done it - it's taken 10 minutes to drain 3 roasting tins worth ,9,12,136,29,0,0,1
Tue May 26 22:17:16 PDT 2009,NO_QUERY,RascalsBarbers,@zyber17 Poor guy  Sleep cures many things. Hoping your tomorrow is much smilier!!!,22,17,83,13,1,0,2
Wed Jun 24 23:46:46 PDT 2009,NO_QUERY,Mike_83,I don't want to get up today ,23,46,29,8,0,0,1
Mon Jun 22 15:27:10 PDT 2009,NO_QUERY,DaChocolateMami,@FuckSp The crime rate always go up when the sun come out...SAD!!! ,15,27,67,13,1,0,2
Wed Jun 17 21:14:33 PDT 2009,NO_QUERY,AndyAdrenaline,@iDance4Paula I am a young one...only 14 ,21,14,41,8,1,0,2
Sun Jun 21 07:07:16 PDT 2009,NO_QUERY,Snyper11,@Imogen1984 Display Only?    You should eat them. That looks nice!,7,7,66,10,1,0,2
Thu Jun 18 13:39:55 PDT 2009,NO_QUERY,cl_bomdia,party on prytania....yea i gotta work tonight ,13,39,46,8,0,0,1
Sun May 03 06:13:44 PDT 2009,NO_QUERY,ashleightrosen,riding with my family to church listening to elvirah  doesn't get much better than this,6,13,87,16,0,0,1
Thu Jun 25 05:27:01 PDT 2009,NO_QUERY,jnheard,@nscaife  but we already have Saturday plans. What time?,5,27,56,9,1,0,2
Sat Jun 20 22:39:08 PDT 2009,NO_QUERY,mary__ellen,@liareilly first. Its karen. Second. Not till the 26th. Third. I'll be in chicago when she gets home.  ,22,39,103,19,1,0,2
Fri Jun 05 19:07:28 PDT 2009,NO_QUERY,tokenwhitegrrl,@ThePlumeNoir   No lousy weekend dammmit. You're not allowed.,19,7,61,9,1,0,2
Tue Apr 07 02:42:19 PDT 2009,NO_QUERY,HeyGitta,has a headache...it wont go away and i dont want to od on panadol....lol....seriously though it hurts ,2,42,102,20,0,0,1
Mon Jun 15 14:03:45 PDT 2009,NO_QUERY,cripesonfriday,@katediamond I always think that Glasto coverage is one  of the things BBC does very very well.I don't even need to go. ,14,3,120,24,1,0,2
Thu Jun 18 14:36:29 PDT 2009,NO_QUERY,Patricia_16,I am scared of clowns ,14,36,22,5,0,0,1
Mon May 04 02:12:03 PDT 2009,NO_QUERY,x33ieroNINJA,all time low mean so fucking much to me. i hope i get to see them in june. it would be so awesome. gaskarth is amazing ,2,12,119,26,0,0,1
Fri May 22 00:02:41 PDT 2009,NO_QUERY,SeanElls,"I am about to finish getting ready for school, darn german exam. I am really looking forward to the weekend, going to be IMMENSE! ",0,2,130,24,0,0,1
Sat May 16 23:29:11 PDT 2009,NO_QUERY,Broooooke_,i had 2 return Keith 2day..  im gonna hire it again haha,23,29,56,12,0,0,1
Mon Jun 15 07:14:35 PDT 2009,NO_QUERY,stillvoice,Lying in my freshly made bed with charcoal mask on face. Darn the terrible breakout! ,7,14,85,15,0,0,1
Mon May 18 01:21:06 PDT 2009,NO_QUERY,karthikbr,"@smanjunath I remember you telling me once this same thing holds true &quot;what we think, we become&quot;  ",1,21,108,19,1,0,2
Sun May 10 03:52:44 PDT 2009,NO_QUERY,xoxmillyxox,"Yay, I should be able to make it to 700 updates tonight  lame compared to other ppls i know lol",3,52,95,20,0,0,1
Fri Jun 05 19:28:49 PDT 2009,NO_QUERY,TinaArtista_,"Just got back from my cousin's gradutation,wish I stayed longer.I saw Sr.Cheif! lol if only I saw him ",19,28,102,22,0,0,1
Tue Apr 07 07:44:34 PDT 2009,NO_QUERY,tomjames,@starry___eyed haha its amazing right! i miss you! i wanna come back ,7,44,69,12,1,0,2
Mon May 25 10:43:51 PDT 2009,NO_QUERY,hillaryfearer,chillin on the couch watching this wierd thing on the history channel... yeah im that cool hahaha ,10,43,98,17,0,0,1
Tue May 26 23:11:47 PDT 2009,NO_QUERY,Sbaby82,LOL @ the #unfollowdiddy trend. Remember the Tweetans. They make me smile ,23,11,74,11,0,0,1
Fri Jun 05 17:21:27 PDT 2009,NO_QUERY,caidalica,@avweije76 unfortunatly not i think ,17,21,36,5,1,0,2
Tue Apr 07 01:28:59 PDT 2009,NO_QUERY,nick2049,My comp is so screwed up ,1,28,25,6,0,0,1
Fri Jun 19 04:57:51 PDT 2009,NO_QUERY,courtney_xxx,"@kaylaSTACK playing and he goes&quot; oh god, courtney, thats horrible&quot; and turns it down a whole heap, laughing and does his window up!  LOL",4,57,146,26,1,0,2
Fri Jun 05 16:25:58 PDT 2009,NO_QUERY,hanishalim,i can't sleep thinking of gemuk ,16,25,32,7,0,0,1
Mon Jun 22 12:06:23 PDT 2009,NO_QUERY,L93N,Making my presentation for school ,12,6,34,5,0,0,1
Sun May 03 01:46:07 PDT 2009,NO_QUERY,divisha_seth,"wants to work on a sunday, now thts strange  ;P ",1,46,48,10,0,0,1
Fri May 01 23:21:17 PDT 2009,NO_QUERY,gracexmoon,@jeremykyle16 WTH? Then how would we know ,23,21,42,7,1,0,2
Fri Jun 19 20:01:51 PDT 2009,NO_QUERY,justinalepins,I want to be back in the bell center watching paramore and no doubt rock out ,20,1,77,16,0,0,1
Fri May 22 07:03:28 PDT 2009,NO_QUERY,GatPhilpotts,wishes she could tweet daily specials for Philpotts but you can find out the info at www.philpotts.co.uk &amp; order online ,7,3,124,23,0,0,1
Fri May 29 17:53:50 PDT 2009,NO_QUERY,ladyleverette,No TV. No computer. Barely any lights!! lol. The storm is crazy bad ,17,53,68,13,0,0,1
Thu Jun 18 15:43:10 PDT 2009,NO_QUERY,massime,"@k_to_the_aaat yea that is good, still a 2:1, but it should have been much higher ",15,43,82,16,1,0,2
Sat Jun 20 19:28:44 PDT 2009,NO_QUERY,Nelja,My boobs hurt ,19,28,14,3,0,0,1
Thu Jun 25 03:57:01 PDT 2009,NO_QUERY,oddbunny,Why why why do I keep waking up at 6:30 every morning? ,3,57,55,13,0,0,1
Fri May 22 08:28:15 PDT 2009,NO_QUERY,drcongo,@nicepaul See also Microsoft Windows ,8,28,37,5,1,0,2
Thu Jun 18 14:56:16 PDT 2009,NO_QUERY,brittanysoltys,i wrote my math tes today and i think that i passed maybe lol tommorow i have my art exam and then on tuesday i have history  none on mon.,14,56,138,30,0,0,1
Tue Jun 02 23:28:06 PDT 2009,NO_QUERY,discomaniac,@annanzx oooh yeah! just look at chikay's! ) aww i wanna go back! ,23,28,66,13,1,0,2
Sun May 10 18:56:30 PDT 2009,NO_QUERY,liiindaaa,Someone stole my gray pants !  &gt;:O,18,56,37,7,0,0,1
Sat Apr 18 21:32:04 PDT 2009,NO_QUERY,katelyn_renee,@ChrisTFT thanks for your drumstick.  and I really wanted a picture but never saw u its okay though. yall did A M A Z I N G!,21,32,124,27,1,0,2
Sat May 02 22:12:48 PDT 2009,NO_QUERY,Kashkin,"@Neekatron  Can you tell us what it was, now?",22,12,45,9,1,0,2
Sat Jun 06 01:34:51 PDT 2009,NO_QUERY,sol_los,@hondalude89 I'm just getting hm drunk on the internet and ur up feeding the little one ,1,34,88,17,1,0,2
Sat Apr 18 09:56:34 PDT 2009,NO_QUERY,charmbreezy,goshdarn (@therealomarion) aint worked .. grrr i f0rg0t wat his twitter was i used 2 kn0 it  where r u broooooooother lol,9,56,121,21,1,0,2
Fri May 22 03:40:05 PDT 2009,NO_QUERY,FreshPlastic,I think I'm the only person on #followfriday that actually loses followers. How does that happen? ,3,40,98,17,0,0,1
Sun May 03 17:49:29 PDT 2009,NO_QUERY,MissCar0line,"Fro-Yo with mom, dad, and brother ",17,49,34,7,0,0,1
Sat May 02 03:51:55 PDT 2009,NO_QUERY,stoya,awake. the whole bright eyed/bushy tailed bit isn't working out though. shower and caffeine got me at least coherent. ,3,51,118,21,0,0,1
Sun May 03 21:16:34 PDT 2009,NO_QUERY,biancafortis,@oreohmygosh Wtf? ,21,16,18,2,1,0,2
Sat Jun 20 07:35:02 PDT 2009,NO_QUERY,ChazElite,Hey fellow Tweeters. Hope you're all well! Gonna be a lack of tweets today..work at 4 til very late ,7,35,100,21,0,0,1
Thu Jun 25 08:51:38 PDT 2009,NO_QUERY,LuthiLuk,today is scare-of-water-day !! damn my body smells so bad ,8,51,58,12,0,0,1
Sat May 09 21:21:13 PDT 2009,NO_QUERY,Carla_More,any one watching justin timberlake on SNL? He is greattttt! So hilarious ,21,21,73,12,0,0,1
Sat May 30 15:03:35 PDT 2009,NO_QUERY,305Amanda,@jrmohammed whats wut u get for bein out there without me.... ,15,3,62,11,1,0,2
Fri Jun 19 15:53:45 PDT 2009,NO_QUERY,DavidAlexander0,Hey i miss my computer ,15,53,23,5,0,0,1
Wed Jun 17 04:44:43 PDT 2009,NO_QUERY,SDot13,@MookNFair how bout you boys do a SHOW in NYC for once ,4,44,55,12,1,0,2
Thu Jun 25 10:22:40 PDT 2009,NO_QUERY,djcooky78,"SAD! Farrah Fawcett just passed away! * 2. Februar 1947 in Corpus Christi, Texas; â  25. Juni 2009 ",10,22,100,17,0,0,1
Tue Jun 16 05:36:15 PDT 2009,NO_QUERY,PaulHarriott,"@living_autism Hmmm sounds like trouble ahead, stuck in the middle of that....not good ",5,36,87,14,1,0,2
Sat Apr 18 09:16:55 PDT 2009,NO_QUERY,leahhase,oh and @PushPlayCJ your background really creeps me out ,9,16,56,9,1,0,2
Thu May 14 00:26:05 PDT 2009,NO_QUERY,SomeRandomBella,"Eating a safety pin, the fire is hot. I'm wearing a beret, WHOO first post! *high five* do it ",0,26,94,20,0,0,1
Mon Jun 22 11:38:40 PDT 2009,NO_QUERY,Peaches4208,chilln at the crib wit the fam until i go to work  .....,11,38,56,12,0,0,1
Tue Jun 02 07:20:46 PDT 2009,NO_QUERY,marsha24,@tristanrogers is it not working anymore? I was beginning to use it too ,7,20,72,13,1,0,2
Wed Jun 03 01:42:43 PDT 2009,NO_QUERY,ashyboi88,"the course i wanted to do @RMIT was cancelled, so now i'm screwed coz there's nothing similar offered that i can do instead ",1,42,124,25,1,0,2
Fri Jun 19 20:40:06 PDT 2009,NO_QUERY,alyssabiller,@Chrisisaghost I know  But if I thought you were any ol baby I'd offer you diapers. But I offered you cruisers 8]. Feel better?,20,40,127,25,1,0,2
Fri May 29 12:33:11 PDT 2009,NO_QUERY,mihaitodor,@bobbyvoicu Now that sucks...  P?i ?i s? ï¿½n?eleg c? Jay Leno nu va mai avea o alt? emisiune sau ceva?,12,33,103,23,1,0,2
Sun Apr 19 12:21:17 PDT 2009,NO_QUERY,kattiiiie,@WEGMusic I WANT ONE. PLEASE PLEASE PLEASE. ... X10101292832 ,12,21,61,8,1,0,2
Sat May 09 23:16:33 PDT 2009,NO_QUERY,bookworm_chic,@notlikemedicine Nice! That sounds great! Let me know when and where. ,23,16,70,11,1,0,2
Sun Jun 07 06:59:42 PDT 2009,NO_QUERY,H0TCOMMODITY,@NIECY4U Why don't you ever update ? ,6,59,37,7,1,0,2
Tue Jun 16 18:59:49 PDT 2009,NO_QUERY,amberthomp,watching the dark knight with gram.. i miss my accountant babe ,18,59,63,11,0,0,1
Tue Jun 02 23:09:09 PDT 2009,NO_QUERY,Neetole,drizzling rooftops result in hurt legs ,23,9,39,6,0,0,1
Sun Apr 19 05:34:05 PDT 2009,NO_QUERY,danielwebber,"Too warm outside to be doing work indoors, doing it all on my trampoline ",5,34,73,14,0,0,1
Fri May 22 03:50:10 PDT 2009,NO_QUERY,aDeSe,@ankita_gaba ohh.. then its cool ,3,50,33,5,1,0,2
Sun May 10 03:20:17 PDT 2009,NO_QUERY,fashionloverr21,God damnn my lifee I'm such an idiot! ,3,20,38,9,0,0,1
Fri May 29 02:38:28 PDT 2009,NO_QUERY,missadrian,its too early  i wanna go back to sleeep,2,38,40,9,0,0,1
Sun Jun 07 19:04:19 PDT 2009,NO_QUERY,madswansfan,I'm not happy with Barry Hall at all ,19,4,37,9,0,0,1
Sun May 17 11:10:34 PDT 2009,NO_QUERY,AliC66,@justinmoorhouse looks very civilized. Have you seen Brad or Angelina yet give them my best when you do  x,11,10,106,19,1,0,2
Mon May 04 01:35:51 PDT 2009,NO_QUERY,shubhamsingal,@lopezwilfred Delhi has a temperate of 40-45 ' C .... ,1,35,54,9,1,0,2
Wed Jun 17 06:02:07 PDT 2009,NO_QUERY,tweetsforniki,"@tweetsforniki hey, I hate when you log into things with twitter and they post to your account ",6,2,95,17,1,0,2
Tue Apr 07 02:25:37 PDT 2009,NO_QUERY,timwhitlock,Flight of the Conchords album has *vanished* from Spotify  What gives @spotify_com ?,2,25,84,12,1,0,2
Sat Jun 06 09:54:38 PDT 2009,NO_QUERY,salurena,Ughhhhhh why must I work today??? ,9,54,34,6,0,0,1
Sun Jun 07 14:28:48 PDT 2009,NO_QUERY,tashaamay,"I love Margaret, please don't gooooo  #apprentice",14,28,49,8,0,0,1
Mon May 18 05:54:40 PDT 2009,NO_QUERY,hannahmtew,@Sarahcecilia91 Aww...I wish I were home too. ,5,54,46,8,1,0,2
Tue Jun 02 21:33:54 PDT 2009,NO_QUERY,pinksmash,@VanShan85 Girl dont we all ,21,33,28,5,1,0,2
Wed Jun 17 16:19:57 PDT 2009,NO_QUERY,SoylentJoe,The murlocs came out!1!one!! I want them so bad but am so poor right now ,16,19,73,17,0,0,1
Sun May 31 02:28:17 PDT 2009,NO_QUERY,Taradugan,"wow in a week my followers have dropped heaps, obviously not talking as much interesting things anymore...boo ",2,28,110,18,0,0,1
Thu Jun 18 14:17:50 PDT 2009,NO_QUERY,OneLoneKnight,@maryk3lly and ive waited for u the evening long ,14,17,49,9,1,0,2
Sun May 17 11:09:11 PDT 2009,NO_QUERY,yara101,my aunt just called!! the only i havent seen in years. miss her ,11,9,64,13,0,0,1
Mon Jun 01 07:29:31 PDT 2009,NO_QUERY,Vanskike,Mowin the lawn. This sucks ,7,29,27,5,0,0,1
Sun Apr 19 04:31:14 PDT 2009,NO_QUERY,bevinkathryn,"is very, very, very, very, infinately jealous of @emmielovegood.  lol",4,31,69,10,1,0,2
Tue Jun 16 16:24:10 PDT 2009,NO_QUERY,CourtneyHale8,stayed home from school today  i am siiiiiick,16,24,45,8,0,0,1
Mon Jun 01 10:50:33 PDT 2009,NO_QUERY,_miserybusiness,Today is GORGEOUS  Little bit of a tan on the old arms ;) ah i can dream. History tomorrow though ,10,50,98,19,0,0,1
Fri Jun 19 14:29:21 PDT 2009,NO_QUERY,Bizzisayswhat,Finished 'relentless'. Now I have nothing to do ,14,29,48,8,0,0,1
Mon May 04 02:47:57 PDT 2009,NO_QUERY,likeskittles,out for supper tonight with kurumi in 10 minutes ,2,47,49,9,0,0,1
Mon Jun 22 16:09:08 PDT 2009,NO_QUERY,LatinaV,No internet after this Friday  what ever will I do!!??  No blogs for a while.,16,9,77,15,0,0,1
Sun May 17 10:06:05 PDT 2009,NO_QUERY,31ajax31,Gonna chill wit the family prolly play some cards.  Enjoying bein home but miss the college life ,10,6,97,17,0,0,1
Thu May 28 23:00:23 PDT 2009,NO_QUERY,ashleeadams,@jarekpastor Uggggh it's horrible ,23,0,34,5,1,0,2
Mon Apr 20 03:49:07 PDT 2009,NO_QUERY,VioletLily,"@beverly Ya, she was a bit quiet today but seems back to normal now ",3,49,68,14,1,0,2
Sat Jun 20 19:06:17 PDT 2009,NO_QUERY,NicoleMarieLer,Laying in bed eating mcdonalds and listening to my ipod. Bad mood ,19,6,66,12,0,0,1
Thu Jun 25 02:25:55 PDT 2009,NO_QUERY,IndyBabe,msn 2 Gracie wit As. Mish went off  I LOVE TWITTER!! would Daniel M go out with me...?,2,25,86,18,0,0,1
Sun May 03 23:52:22 PDT 2009,NO_QUERY,Lil_Miss_Clumsy,you belong with me - @taylorswift13 is on my radio ,23,52,51,9,1,0,2
Sat May 02 04:12:30 PDT 2009,NO_QUERY,spyros,@kyanoun That was a short QIK. I didn't comment in time. Do it again ,4,12,69,15,1,0,2
Thu Jun 18 05:51:08 PDT 2009,NO_QUERY,lost_dog,@npdatadiva I am lost. Please help me find a good home. ,5,51,56,11,1,0,2
Sun May 10 02:15:15 PDT 2009,NO_QUERY,_DontTellMeLies,"@ginblossom I know hehe and I love his Dad!!! I'm cold and tired  I had to work today, NOT COOL - was freezing. Hows u?",2,15,119,25,1,0,2
Mon Jun 15 09:39:03 PDT 2009,NO_QUERY,NikkkNakkk,Ughhh im feeling nausaus for some reason ,9,39,41,7,0,0,1
Sun May 17 01:54:14 PDT 2009,NO_QUERY,GinnyFromDaBloc,My lil beast got crashed into ,1,54,30,6,0,0,1
Tue Apr 07 00:03:16 PDT 2009,NO_QUERY,zelciia,down to 2 packs of moroccan mint tea...and a whole truckloads of kenyan tea. ,0,3,77,15,0,0,1
Fri May 22 06:07:15 PDT 2009,NO_QUERY,joepa01,See that road that the break is on? Whistle trained there often ,6,7,64,12,0,0,1
Sat May 30 17:08:18 PDT 2009,NO_QUERY,bullsterz,..always some other girl ,17,8,25,4,0,0,1
Sat Jun 20 15:57:28 PDT 2009,NO_QUERY,TiffanyNicoleN,Just tried to eat but only got the ice cream down. My tummy doesn't feel too good. ,15,57,83,18,0,0,1
Mon May 18 00:25:09 PDT 2009,NO_QUERY,ishipishi,settling the house before mum &amp; dad get here! Packing...cleaning...but no more cooking! Cook's back from leave..yay!!  ,0,25,123,21,0,0,1
Thu Jun 18 23:01:01 PDT 2009,NO_QUERY,vigilant20,@sunnygirlsf Least I'm not the only one up.  Hate thunderstorms   Can't sleep and power keeps flickering.  Sigh.,23,1,112,19,1,0,2
Fri May 29 08:24:00 PDT 2009,NO_QUERY,markls86,I don't want to program today ,8,24,30,7,0,0,1
Sun Jun 07 04:37:19 PDT 2009,NO_QUERY,geek_rohit,"@prolificd I'm working my ass off in office on a Sunday, and u people are bitching about me missing the #cptweetup I feel horrible now ",4,37,135,26,1,0,2
Mon May 18 03:46:39 PDT 2009,NO_QUERY,Mr_PaulEvans,@celebritymound u kno I gut u hun ,3,46,34,7,1,0,2
Mon Jun 01 03:08:58 PDT 2009,NO_QUERY,MiDesfileNegro,"@jaws_1 I'm sure we have that too, it's just that the cars don't stop to let us past ",3,8,85,21,1,0,2
Sun Jun 07 20:54:46 PDT 2009,NO_QUERY,JUICEESBLUEYEZ,@drewscandi It's spelled Vicodin...sorry I'm a true addict ,20,54,59,11,1,0,2
Sat May 02 01:06:03 PDT 2009,NO_QUERY,resaresax,today dad bought this frkn HUGGEEE sony bravia tv. but YAY it means i get the old mediuism still big tv ,1,6,104,21,0,0,1
Fri Jun 05 08:37:38 PDT 2009,NO_QUERY,tictora,cleaning makes me tired ,8,37,24,4,0,0,1
Fri May 29 19:59:02 PDT 2009,NO_QUERY,kangamoo,Oh.. and 1500 isn't even 1/4 of the images to be uploaded ,19,59,58,14,0,0,1
Mon Jun 15 09:37:38 PDT 2009,NO_QUERY,winniedepoohi,@krist0ph3r Its britney spears vid bot  with a picture of a lady looking at a penis  couldnt she/he/it be more creative?,9,37,120,23,1,0,2
Sat May 30 12:32:25 PDT 2009,NO_QUERY,saradphoto,"@marenhogan I am jealous, mostly cause I couldn't be caught in a bikini  got some ##'s to loose, hope you have a great day today!!",12,32,130,26,1,0,2
